Número de proyecto,Clave del programa,Fondo,Clave de la entidad federativa,Entidad Federativa,Clave del municipio,Nombre del municipio,Nombre del proyecto,Monto aprobado
2292,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,48,PACHUCA DE SOTO,"ESCALINATA DE LA CALLE ROSARIO, TRAMO DE LA CALLE SAN JUAN PACHUCA A LA AV. EL ROSARIO, BARRIO SAN JUAN PACHUCA","185,640"
2293,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,48,PACHUCA DE SOTO,PAVIMENTACIÓN ASFÁLTICA DEL CALLEJÓN ÁVILA CAMACHO DE LA COLONIA DEL CASTILLO ,"130,000"
2294,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,48,PACHUCA DE SOTO,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE LA CALLE BUGAMBILIA, TRAMO CALLE PIRULES - CALLE PEDRO ESCOBEDO EN LA COL. NUEVO FRANCISCO I. MADERO, ","1,793,426"
2295,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,48,PACHUCA DE SOTO,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE LA CALLE MONTERREY, TRAMO CALLE PINO SUÁREZ - CALLE COLIMA, COL. CERRO DE CUBITOS","1,743,426"
2296,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,48,PACHUCA DE SOTO,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DEL CALLEJÓN PORVENIR ENTRE CALLE ANTONIO DEL CASTILLO Y NICOLÁS BRAVO, DEL BARRIO DEL ATORÓN","159,000"
2297,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,48,PACHUCA DE SOTO,"PAVIMENTACIÓN DE CONCRETO HIDRÁULICO DE CALLE SANTO TOMÁS,  BARRIO GUADALUPE","555,345"
2298,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,48,PACHUCA DE SOTO,"PAVIMENTACIÓN DE CONCRETO HIDRÁULICO, CALLE 2DA. CERRADA DE VENUSTIANO CARRANZA, TRAMO DE LA AVENIDA TEPEYAC A LA BARRANCA, COLONIA  BUENOS AIRES","1,260,000"
2299,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,48,PACHUCA DE SOTO,"PAVIMENTACIÓN DE CONCRETO HIDRÁULICO, CALLE NO ME OLVIDES, TRAMO DE LA CALLE GARDENIA A LA CALLE PEDRO ESCOBEDO, BARRIO EL LOBO","391,463"
2300,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,48,PACHUCA DE SOTO,"PAVIMENTACIÓN DE CONCRETO HIDRÁULICO, CALLE PROLONGACIÓN PEDRO MA. ANAYA, TRAMO DE LA CALLE PEDRO MARÍA ANAYA A PROLONGACIÓN GARDENIA, COLONIA BUENOS AIRES","1,267,812"
2301,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,48,PACHUCA DE SOTO,"PAVIMENTACIÓN HIDRÁULICA DE 40 MTS. EN CALLE CERRADA BENITO JUÁREZ, TRAMO ENTRE LA BARRANCA  Y CALLE ADOLFO LÓPEZ MATEOS, COL. CERRO DE CUBITOS","299,348"
2302,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,48,PACHUCA DE SOTO,"PAVIMENTACIÓN HIDRÁULICA DE LA CALLE CENTENARIO, BARRIO LA SURTIDORA","320,300"
2303,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,48,PACHUCA DE SOTO,"PAVIMENTACIÓN HIDRÁULICA DE LA CALLE MIGUEL ALEMÁN, BARRIO GUADALUPE","270,000"
2304,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,49,PISAFLORES,CONSTRUCCIÓN DE  MÓDULO SANITARIOS DEL PLANTEL COBAEH CLAVE: 13EMS0069H EN EL RAYO,"400,000"
2305,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,36,SAN AGUSTÍN METZQUITITLÁN,PAVIMENTACIÓN DE CONCRETO HIDRÁULICO CALLE LA MOJONERA COMUNIDAD DE SANTA MARÍA XOXOTECO ,"483,000"
2306,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,36,SAN AGUSTÍN METZQUITITLÁN,"PAVIMENTACIÓN DE CONCRETO HIDRÁULICO CALLE LA PAREJA, COMUNIDAD DE SANTA MARÍA XOXOTECO ","1,650,000"
2307,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,36,SAN AGUSTÍN METZQUITITLÁN,"PAVIMENTACIÓN DE CONCRETO HIDRÁULICO CALLEJÓN DEL BESO, COMUNIDAD DE SANTA MARÍA XOXOTECO ","667,000"
2308,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,36,SAN AGUSTÍN METZQUITITLÁN,"REHABILITACIÓN DE ALBERCA MUNICIPAL (2A. ETAPA), EN CABECERA MUNICIPAL.","1,000,000"
2309,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,52,SAN AGUSTÍN TLAXIACA,"REHABILITACIÓN DE PAVIMENTO DE CONCRETO HIDRÁULICO EN LAS CALLES MELCHOR OCAMPO, HOMBRES ILUSTRES Y CENTRO, EN EL CENTRO HISTÓRICO DE LA CABECERA MUNICIPAL","1,000,000"
2310,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,53,SAN BARTOLO TUTOTEPEC,CONSTRUCCIÓN DE AULA EN EL  BACHILLERATO (COBAEH)  CABECERA MUNICIPAL,"300,000"
2311,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,53,SAN BARTOLO TUTOTEPEC,"CONSTRUCCIÓN DE BANQUETA, COL. LA MAGDALENA ","117,000"
2312,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,53,SAN BARTOLO TUTOTEPEC,"CONSTRUCCIÓN DE TECHADO DE PLAZA CÍVICA DEL JARDÍN DE NIÑOS, ACAMAPIZTLI , CABECERA MUNICIPAL","220,000"
2313,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,53,SAN BARTOLO TUTOTEPEC,CONSTRUCCIÓN ESPACIO DEPORTIVO MUNICIPAL (JUEGOS INFANTILES ) CUMBRE DE MURIDORES,"150,000"
2314,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,53,SAN BARTOLO TUTOTEPEC,GUARNICIONES Y BANQUETAS CALLE ANTONIO PLAZA COL. LOS REYES,"150,000"
2315,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,53,SAN BARTOLO TUTOTEPEC,"REHABILITACIÓN DE ESPACIO DEPORTIVO, COL. LOS REYES","130,000"
2316,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,54,SAN SALVADOR,"CONSTRUCCIÓN DE AULA EN EL PLANTEL COBAEH EN LA LOCALIDAD DE XUCHITLÁN, CLAVE: 13EMS0028H","370,000"
2317,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,54,SAN SALVADOR,PAVIMENTACIÓN ASFÁLTICA SANTA MARÍA AMAJAC-TOTIHIE DE ROJO GOMEZ,"1,000,000"
2318,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,55,SANTIAGO DE ANAYA,"CONSTRUCCIÓN DE AULA EN LA ESCUELA TELESECUNDARIA NO. 639 CLAVE: 13DTV0655X, EN LA LOCALIDAD DE PATRIA NUEVA","370,000"
2319,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,56,SANTIAGO TULANTEPEC DE LUGO GUERRERO,"CONSTRUCCIÓN DE GUARNICIONES Y BANQUETAS, PAVIMENTACIÓN HIDRÁULICA, CALLE ENCINOS. LOC. SAN JOSÉ.","683,675"
2320,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,56,SANTIAGO TULANTEPEC DE LUGO GUERRERO,"PAVIMENTACIÓN HIDRÁULICA CALLE DE ACCESO PRINCIPAL A COLONIAS ARBOLEDAS DE SANTIAGO, HABITACIONAL DEL BOSQUE, DINA, FELIPE ÁNGELES, TULIPANES Y CAMELINAS. LOC. ARBOLEDAS DE SANTIAGO.","600,000"
2321,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,58,TASQUILLO,PAVIMENTACIÓN ASFÁLTICA EN ACCESO PRINCIPAL RINCONADA,"2,000,000"
2322,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,59,TECOZAUTLA,"CONSTRUCCIÓN DE TECHADO DE CANCHA DE USOS MÚLTIPLES EN EL BACHILLERATO DEL ESTADO DE HIDALGO, PLANTEL GANDHO, CLAVE: 13EBH0017Q","500,000"
2323,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,59,TECOZAUTLA,"CONSTRUCCIÓN DE TECHADO DE CANCHA DE USOS MÚLTIPLES EN LA ESCUELA PRIMARIA ""BENITO JUÁREZ"" CLAVE:13DPR0521I, EN LA LOCALIDAD DE SAN MIGUEL CALTEPANTLA  ","500,000"
2324,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,60,TENANGO DE DORIA,CONSTRUCCIÓN DE INFRAESTRUCTURA EDUCATIVA (PATIO CÍVICO) SECUNDARIA TÉCNICA NO. 11 CABECERA MUNICIPAL ,"311,400"
2325,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,60,TENANGO DE DORIA,"CONSTRUCCIÓN DE INFRAESTRUCTURA EDUCATIVA (TECHADO DE PATIO CÍVICO)  JARDÍN DE NIÑOS THOWI, LOC. SANTA MARÍA TEMAXCALAPA","126,500"
2326,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,60,TENANGO DE DORIA,"PAVIMENTACIÓN DE CALLE IGNACIO ZARAGOZA, CABECERA MUNICIPAL","300,000"
2327,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,60,TENANGO DE DORIA,"TECHADO DE ESPACIO PÚBLICO, LOC. EL BOPO","300,000"
2328,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,61,TEPEAPULCO,CONSTRUCCIÓN DE TECHUMBRE EN EXPLANADA USOS MÚLTIPLES ESC. PRIMARIA BENITO JUÁREZ. LOC. LOS CIDES.,"300,000"
2329,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,61,TEPEAPULCO,CONSTRUCCIÓN DE TECHUMBRE EXPLANADA DE USOS MÚLTIPLES ESC. PRIMARIA ADOLFO LÓPEZ MATEOS. COL. IMSS. LOC. CD. SAHAGÚN.,"300,000"
2330,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,61,TEPEAPULCO,CONSTRUCCIÓN DESAYUNADORES  ESC. PRIMARIA MELCHOR OCAMPO. COLONIA DEL TRABAJO. CABECERA MUNICIPAL.,"70,000"
2331,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,61,TEPEAPULCO,CONSTRUCCIÓN DESAYUNADORES ESC. PRIMARIA NARCISO MENDOZA. LOC. TEPETATES.,"70,000"
2332,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,61,TEPEAPULCO,"CONSTRUCCIÓN DESAYUNADORES JARDÍN DE NIÑOS MINA SAN JUAN PACHUCA. COL. HIDALGO. LOC. CD, SAHAGÚN.","70,000"
2333,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,61,TEPEAPULCO,"MANTENIMIENTO MAYOR, INSTALACIÓN HIDRÁULICA, PINTURA, IMPERMEABILIZACIÓN ESC. PRIMARIA RURAL JAIME NUNÓ. LOC. FRANCISCO SARABIA.","120,000"
2334,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,61,TEPEAPULCO,REMODELACIÓN DE SANITARIOS ESC. PRIMARIA DOROTEO ARANGO. COL. FRAILES II. CABECERA MUNICIPAL.,"40,000"
2335,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,61,TEPEAPULCO,REMODELACIÓN DE SANITARIOS ESC. TELESECUNDARIA 12. COL. CENTRO. LOC. CD. SAHAGÚN.,"40,000"
2336,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,61,TEPEAPULCO,REMODELACIÓN SANITARIOS ESC. PRIMARIA MELCHOR OCAMPO. COL. DEL TRABAJO.  CABECERA MUNICIPAL.,"40,000"
2337,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,63,TEPEJI DEL RÍO DE OCAMPO,"CONSTRUCCIÓN DE ARCOTECHO EN LA PLAZA CÍVICA DE LA ESCUELA PRIMARIA ""JAVIER ROJO GÓMEZ"" EN LA COMUNIDAD DE SANTIAGO TLAPANALOYA DOMICILIO CONOCIDO","660,000"
2338,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,63,TEPEJI DEL RÍO DE OCAMPO,CONSTRUCCIÓN DE ARCOTECHO EN LA PLAZA CÍVICA DE LA ESCUELA TELE SECUNDARIA DEL PUEBLO EN LA COMUNIDAD SANTA MARÍA QUELITES DOMICILIO CONOCIDO,"660,000"
2339,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,63,TEPEJI DEL RÍO DE OCAMPO,"PAVIMENTACIÓN DE CONCRETO HIDRÁULICO 1,500 M2 EN LA COMUNIDAD DE EL MONTECILLO AV. PRINCIPAL RUMBO A LA IGLESIA","730,000"
2340,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,67,TEZONTEPEC DE ALDAMA,CONSTRUCCIÓN DE CANCHA DE FUTBOL RÁPIDO EN EL CENTRO DE LA LOCALIDAD PRESAS DOMICILIO CONOCIDO,"455,000"
2341,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,67,TEZONTEPEC DE ALDAMA,CONSTRUCCIÓN DE LA BARDA PERIMETRAL (49ML X 2.20 M DE ALTURA) DE LA ESC. T.V. EN LA COMUNIDAD TENANGO DOMICILIO CONOCIDO,"110,000"
2342,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,67,TEZONTEPEC DE ALDAMA,"CONSTRUCCIÓN DE TECHADO EN ESCUELA PRIMARIA ""JUAN ALDAMA"" EN LA CABECERA MUNICIPAL COL. CENTRO","660,000"
2343,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,67,TEZONTEPEC DE ALDAMA,PAVIMENTACIÓN HIDRÁULICA DE ACCESO AL FRACCIONAMIENTO LA CRUZ,"1,000,000"
2344,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,67,TEZONTEPEC DE ALDAMA,"REHABILITACIÓN DE SANITARIOS (TRAZO Y NIVELACIÓN, MUROS DIVISORIOS, INSTALACIÓN HIDRÁULICA, ESTACIÓN ELÉCTRICA) DE UNIDAD DEPORTIVA EN LA COMUNIDAD TINACO DOMICILIO CONOCIDO","140,000"
2345,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,69,TIZAYUCA,CONSTRUCCIÓN DE MÓDULO DE EXPOSICIONES EN PARQUE ECOLÓGICO DE CONVIVENCIA FAMILIAR. CABECERA MUNICIPAL.,"1,000,000"
2346,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,73,TLANCHINOL,CONSTRUCCIÓN DEL AUDITORIO DEPORTIVO CON CANCHA DE USOS MÚLTIPLES EN EL COLEGIO DE BACHILLERES PLANTEL TLANCHINOL (CLAVE DE LA ESCUELA 13ECB0005Q),"1,000,000"
2347,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,73,TLANCHINOL,"PAVIMENTACIÓN HIDRÁULICA DE CALLES EN LOS BARRIOS DE SANTA MARÍA, CENTRO, CONCEPCIÓN Y SAN JOSÉ DE LA LOCALIDAD DE PUEBLO HIDALGO. SIENDO EN TOTAL 4 MIL METROS CUADRADOS.","2,000,000"
2348,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,74,TLAXCOAPAN,"CONSTRUCCIÓN DE ARCOTECHO EN ESCUELA SECUNDARIA GENERAL LIC. ""BENITO JUÁREZ"" AV. PRINCIPAL TLAXCOAPAN DOXEY","900,000"
2349,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,75,TOLCAYUCA,CONSTRUCCIÓN DE TECHUMBRE EN ESC. PRIMARIA VASCO DE QUIROGA. LOC. SANTIAGO TLAJOMULCO.,"489,189"
2350,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,75,TOLCAYUCA,CONSTRUCCIÓN DE TECHUMBRE EN JARDÍN DE NIÑOS JAIME TORRES BODET. LOC. SANTIAGO TLAJOMULCO.,"310,650"
2351,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,75,TOLCAYUCA,CONSTRUCCIÓN DE TECHUMBRE EN TELESECUNDARIA 324. LOC. FELIPE ÁNGELES.,"488,820"
2352,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,76,TULA DE ALLENDE,"CONSTRUCCIÓN DE ARCOTECHO EN EL PATIO CÍVICO DE LA ESCUELA PRIMARIA ""NIÑOS HÉROES"" EN LA COMUNIDAD DE EL ALVARADO CALLE VICENTE SEGURA # 13","660,000"
2353,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,76,TULA DE ALLENDE,CONSTRUCCIÓN DE ARCOTECHO EN EL PATIO DE ESC. T. V. # 466 EN LA COMUNIDAD DE EL LLANO SEGUNDA SECCIÓN AV. DEL TRABAJO # 117,"660,000"
2354,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,76,TULA DE ALLENDE,CONSTRUCCIÓN DE ARCOTECHO EN LA CANCHA DE USOS MÚLTIPLES DEL CENTRO DE LA COLONIA EL HUERTO AV. PRINCIPAL TULA SAN ANDRÉS,"850,000"
2355,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,77,TULANCINGO DE BRAVO,"CANCHA DEPORTIVA DE USOS MÚLTIPLES EN CALLE MANUEL DE LA COLINA RIQUELME Y CALLE OBRERO MUNDIAL, COL. SAN LUIS (LA ESTANCIA).","495,950"
2356,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,77,TULANCINGO DE BRAVO,"CANCHA DEPORTIVA DE USOS MÚLTIPLES EN CALLE MICHOACÁN Y 2A CERRADA TORREÓN, ATRÁS DEL CENTRO DE SALUD, COL. ROJO GÓMEZ","495,950"
2357,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,77,TULANCINGO DE BRAVO,CONSTRUCCIÓN DE AULA PARA EL CENTRO DE ATENCIÓN MÚLTIPLE #5 ISAAC RODOLFO DÍAZ CAMPOS COL. MEDIAS TIERRAS,"350,000"
2358,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,77,TULANCINGO DE BRAVO,CONSTRUCCIÓN DE ESPACIO DEPORTIVO  (GIMNASIO AL AIRE LIBRE) COBAEH  MANUEL ÁNGEL VILLAGRÁN VALDESPINO,"200,000"
2359,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,77,TULANCINGO DE BRAVO,CONSTRUCCIÓN DE ESPACIO DEPORTIVO MUNICIPAL (GIMNASIO AL AIRE LIBRE) COL. LA MINERA,"175,000"
2360,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,77,TULANCINGO DE BRAVO,CONSTRUCCIÓN DE ESPACIO DEPORTIVO MUNICIPAL (GIMNASIO AL AIRE LIBRE) COL. RUIZ CORTINES,"125,000"
2361,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,77,TULANCINGO DE BRAVO,PAVIMENTACIÓN HIDRÁULICA DE CALLE FRANCISCO MENDOZA,"2,000,000"
2362,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,77,TULANCINGO DE BRAVO,"TECHADO EN ESCUELA PRIMARIA, COL. LA CAÑADA ","200,000"
2363,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,79,XOCHICOATLÁN,"PAVIMENTACIÓN DE CONCRETO HIDRÁULICO Y MURO DE CONTENCIÓN, EN CALLE S/N EN CABECERA MUNICIPAL. (PRIMERA ETAPA)","1,000,000"
2364,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,82,ZAPOTLÁN DE JUÁREZ,CONSTRUCCIÓN DE ESTRUCTURA PARA TECHUMBRE EN CANCHA DE FUTBOL RÁPIDO DE UNIDAD DEPORTIVA EL CHARQUITO. LOC. ACAYUCA.,"1,278,866"
2365,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,83,ZEMPOALA,CONSTRUCCIÓN DE TECHUMBRE EN CANCHA DE USOS MÚLTIPLES DE ESC. SECUNDARIA. LOC. SANTO TOMÁS.,"560,000"
2366,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,83,ZEMPOALA,CONSTRUCCIÓN DE TECHUMBRE EN CANCHA DE USOS MÚLTIPLES EN ESC. SECUNDARIA. LOC. NUEVA ESPERANZA.,"810,000"
2367,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,84,ZIMAPÁN,"CONSTRUCCIÓN DE AULA DE COMPUTO EN EL COBAEH DE LA LOCALIDAD DE DURANGO, CLAVE: 13EMS00032","860,000"
2368,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,84,ZIMAPÁN,"CONSTRUCCIÓN DE AULA EN LA ESCUELA SECUNDARIA ""JOSEFA BUSTAMANTE"" CLAVE: 13DES0006O","320,000"
2369,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,84,ZIMAPÁN,CONSTRUCCIÓN DE SANITARIOS EN LA CANCHA DE USOS MÚLTIPLES DEL SALITRE,"100,000"
2370,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,84,ZIMAPÁN,"CONSTRUCCIÓN DEL FORO DE LA ESCUELA SECUNDARIA ""JOSEFA BUSTAMANTE"" CLAVE: 13DES0006O","500,000"
2371,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,84,ZIMAPÁN,PAVIMENTACIÓN DE ACCESO VEHICULAR A LA LOCALIDAD DEL RINCÓN,"300,000"
2372,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,84,ZIMAPÁN,PAVIMENTACIÓN DE ACCESO VEHICULAR A LA LOCALIDAD GARABATOS (GARABATOS LA ESTANCIA),"260,000"
2373,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,84,ZIMAPÁN,"PAVIMENTACIÓN DE ACCESO VEHICULAR DE LA MANZANA LA TIERRITA, EN LA LOCALIDAD DE ÁLVARO OBREGÓN","240,000"
2374,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,84,ZIMAPÁN,PAVIMENTACIÓN DE ACCESO VEHICULAR EN LA LOCALIDAD DEL AGUACATITO,"230,000"
2375,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,84,ZIMAPÁN,"PAVIMENTACION EN PLAZA PRINCIPAL ALVARO OBREGON, TEMUTHE","700,000"
2376,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,84,ZIMAPÁN,REHABILITACIÓN DE ÁREA DEPORTIVA EN  LA LOCALIDAD DE LLANO NORTE,"70,000"
2377,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,84,ZIMAPÁN,"TECHADO DE CANCHA USOS MÚLTIPLES Y TERMINACIÓN DE CANCHA EN EL CAMINO DE ACCESO A LA LOCALIDAD EL ORGANAL, JUNTO A LA IGLESIA.","1,272,565"
2378,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,84,ZIMAPÁN,TECHADO DE LA CANCHA DE USOS MÚLTIPLES (CASA DEL AVIÓN) EN LA COLONIA LLANO NORTE ,"250,000"
2379,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,14,JALISCO,1,ACATIC,"PAVIMENTACIÓN ASFÁLTICA EN LA CALLE ""EMILIO CARRANZA"" EN CABECERA MUNICIPAL","1,000,000"
2380,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,14,JALISCO,1,ACATIC,"PAVIMENTACIÓN ASFÁLTICA EN LA CALLE ""IGNACIO ALLENDE"" EN CABECERA MUNICIPAL","1,000,000"
2381,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,14,JALISCO,3,AHUALULCO DE MERCADO,PAVIMENTACIÓN CON   CONCRETO HIDRÁULICO DE LA CALLE NICOLÁS BRAVO ENTRE LA CARRETERA AHUALULCO EL CARMEN Y LA CALLE  ANTONIO BRAVO EN LA LOCALIDAD PORTES GIL (SAN IGNACIO),"844,850"
2382,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,14,JALISCO,3,AHUALULCO DE MERCADO,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE LA CALLE  PROFA. MARÍA ULLOA, ENTRE LAS CALLES 20 DE NOVIEMBRE Y PROFA. SOLEDAD ULLOA, EN CABECERA MUNICIPAL.","744,120"
2383,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,14,JALISCO,3,AHUALULCO DE MERCADO,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE LA CALLE  RAMÍREZ LAZO, ENTRE LAS CALLES GUADALUPE VICTORIA  Y GALEANA, EN LA CABECERA MUNICIPAL.","1,879,920"
