Número de proyecto,Clave del programa,Fondo,Clave de la entidad federativa,Entidad Federativa,Clave del municipio,Nombre del municipio,Nombre del proyecto,Monto aprobado,Pagado,
3287,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,39,MONTERREY,"REHABILITACIÓN DE ESPACIOS PÚBLICOS: PARQUE QUETZAL, COL. LADERAS DEL TOPO CHICO, PARQUE ARTÍCULO 123, COL. LOMAS DEL TOPO CHICO, PARQUE DEL PASEO, COL. AMPLIACIÓN VALLE DEL MIRADOR","9,975,000.00","4,932,637.50",
3288,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,39,MONTERREY,"REHABILITACIÓN DE ESPACIOS PÚBLICOS: PARQUE ZAPATEROS, COL. ALIANZA, PARQUE CERRITOS, COL. IGNACIO ALTAMIRANO, PARQUE TOGO, COL. LADERAS DEL MIRADOR","8,825,000.00","4,363,962.50",
3289,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,39,MONTERREY,"REHABILITACIÓN DE ESPACIOS PÚBLICOS: PARQUE GREGORIO MARTÍNEZ, COL. AMPLIACIÓN MUNICIPAL, PARQUE SANTA FE, COL. BARRIO SANTA ISABEL Y PARQUE DEL MEZQUITE, RINCÓN DE SAN BERNABÉ","8,900,000.00","4,401,050.00",
3290,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,39,MONTERREY,"REHABILITACIÓN DE ESPACIOS PÚBLICOS: PARQUE MARÍA GARZA, COL. CARMEN SERDÁN, PARQUE PEDRO DE LA GARZA, COL. FOMERREY 6","9,650,000.00","4,771,925.00",
3291,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,39,MONTERREY,CREACIÓN DE 3 SALAS DE CINE PARA LA REALIZACIÓN DE PROYECCIONES EN LOS POLÍGONOS VULNERABLES,"6,000,000.00","2,967,000.00",
3292,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,39,MONTERREY,CONSTRUCCIÓN DE UN CENTRO CÍVICO CULTURAL EN LA COLONIA SIERRA VENTANA,"7,000,000.00","3,461,500.00",
3293,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,39,MONTERREY,"REHABILITACIÓN DE ESPACIOS PÚBLICOS: PARQUE SARABIA, COL. CROC, PARQUE HENEQUEN, COL. GLORIA MENDIOLA","9,000,000.00","4,450,500.00",
3294,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,10,EL CARMEN,CONSTRUCCION Y EQUIPAMIENTO DE GIMNASIO EN LA COLONIA POPULAR,"2,400,000.00","1,186,800.00",
3295,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,9,CADEREYTA JIMÉNEZ,CONSTRUCCIÓN DE CANCHA POLIVALENTE EN COLONIA NUEVA MADERO,"1,511,560.00","747,466.42",
3296,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,13,CHINA,PAVIMENTACION COL. VISTA HERMOSA,"1,811,118.00","895,597.85",
3297,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,34,MARÍN,"PAVIMENTACIÓN ASFÁLTICA DE LA CALLE BERNARDO REYES ENTRE PADRE MIER Y ARTURO B. DE LA GARZA, MARIN, N.L.","1,601,000.00","791,694.50",
3298,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,11,CERRALVO,"PARQUE RECREATIVO ""PRESA EL NOGALITO"", LOCALIDAD LOS NOGALES, MUNICIPIO DE CERRALVO, N.L.","1,500,000.00","741,750.00",
3299,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,11,CERRALVO,"CONSTRUCCIÓN DE CANCHA DE FÚTBOL PROFESIONAL, COLONIA BICENTENARIO, MUNICIPIO DE CERRALVO, N.L.","4,392,708.10","2,172,194.15",
3300,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,11,CERRALVO,"REHABILITACIÓN DE AUTÓDROMO, COL. BICENTENARIO, MUNICIPIO DE CERRALVO N.L.","4,000,000.00","1,978,000.00",
3301,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,11,CERRALVO,"REMODELACIÓN DE PLAZA ""LAS CUREÑAS"", COL. CENTRO, MUNICIPIO DE CERRALVO, N.L.","2,100,000.00","1,038,450.00",
3302,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,11,CERRALVO,"REMODELACIÓN DE PLAZA PRINCIPAL DE LA PRESIDENCIA MUNICIPAL DE CERRALVO, COL. CENTRO, MUNICIPIO DE CERRALVO, NUEVO LEÓN","2,100,000.00","1,038,450.00",
3303,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,11,CERRALVO,"CONSTRUCCIÓN DE CAMERINOS Y ALUMBRADO PÚBLICO PARA EVENTOS CULTURALES DE LA REGIÓN, COL. BICENTENARIO, EN EL MUNICIPIO DE CERRALVO, N.L. ","1,000,000.00","494,500.00",
3304,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,11,CERRALVO,"REMODELACIÓN DE CAMPO DE BEISBOL ""MARTÍN ZAVALA"" COL POPULAR, MUNICIPIO DE CERRALVO, N.L. ","4,407,291.90","2,179,405.85",
3305,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,11,CERRALVO,"REHABILITACIÓN Y ADECUACIÓN VÍAL DE ACCESO AL MUNICIPIO DE CERRALVO, CIUDAD DE CERRALVO, N.L.","3,500,000.00","1,730,750.00",
3306,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,51,VILLALDAMA,REHABILITACION DE SALÓN POLIVALENTE EN LA COMUNIDAD SANTA FE,"1,000,000.00","494,500.00",
3307,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,51,VILLALDAMA,CONSTRUCCIÓN DE CANCHA DEPORTIVA EN LA COMUNIDAD SANTA FE,"2,000,000.00","989,000.00",
3308,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,51,VILLALDAMA,"MODERNIZACIÓN DE PLAZA CÍVICA EN LA COMUNIDAD ""LA ESTACIÓN"" ","2,000,000.00","989,000.00",
3309,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,51,VILLALDAMA,"REHABILITACION DE CENTRO SOCIAL EN LA COMUNIDAD ""ALAMO""","2,000,000.00","989,000.00",
3310,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,51,VILLALDAMA,REHABILITACIÓN POR EMPEDRADO DE CALLEJONES EN LA CABECERA MUNICIPAL EN VILLALDAMA,"1,500,000.00","741,750.00",
3311,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,51,VILLALDAMA,"CONSTRUCCIÓN DE CENTRO RECREATIVO ""LOS BARRILES"" EN LA CABECERA MUNICIPAL.","3,500,000.00","1,730,750.00",
3312,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,22,GENERAL TERÁN,PAVIMENTACIÓN DE CALLES (EJIDO SAN JUAN DE VAQUERIAS),"5,000,000.00","2,472,500.00",
3313,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,22,GENERAL TERÁN,"PAVIMENTACIÓN SAN JOSE DE BELEN
","5,000,000.00","2,472,500.00",
3314,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,22,GENERAL TERÁN,PAVIMENTACION DE CALLES (EJIDO ANACUITAS),"5,000,000.00","2,472,500.00",
3315,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,45,SALINAS VICTORIA,REHABILITACIÓN DE GIMNASIO MUNICIPAL  SATELITE DEL NORTE ,"2,500,000.00","1,236,250.00",
3316,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,45,SALINAS VICTORIA,CENTRO COMUNITARIO EN LA COL. BOSQUE DE LOS NOGALES,"4,000,000.00","1,978,000.00",
3317,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,45,SALINAS VICTORIA,CENTRO COMUNITARIO EN LA COLONIA LOS PILARES,"4,000,000.00","1,978,000.00",
3318,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,45,SALINAS VICTORIA,CONSTRUCCIÓN DE CANCHA DE FÚTBOL DE PASTO SINTÉTICO EN LA COL. EMILIANO ZAPATA,"5,000,000.00","2,472,500.00",
3319,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,45,SALINAS VICTORIA,AMPLIACIÓN DEL CENTRO DE SALUD EN HUERTAS DE SAN MARIO,"2,500,000.00","1,236,250.00",
3320,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,35,MELCHOR OCAMPO,CONSTRUCCIÓN DE TECHUMBRE EN ACCESO PRINCIPAL DE ESCUELA PRIMARIA.,"811,533.96","401,303.54",
3321,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,35,MELCHOR OCAMPO,CONSTRUCCIÓN DE TECHUMBRE EN ACCESO PRINCIPAL DE JARDÍN DE NIÑOS.,"363,558.02","179,779.44",
3322,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,35,MELCHOR OCAMPO,CONSTRUCCIÓN DE TECHUMBRE EN ACCESO PRINCIPAL DE ESCUELA SECUNDARIA.,"204,181.02","100,967.51",
3323,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,12,CIÉNEGA DE FLORES,CONSTRUCCION DE CAMELLON CENTRAL E ILUMINACION EN AVENIDA INDEPENDENCIA ,"8,000,000.00","3,956,000.00",
3324,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,2,AGUALEGUAS,"CONSTRUCCION DE PLAZA CIVICA EN CONGREGACION LOS GARZA, AGUALEGUAS, N. L.","1,500,000.00","741,750.00",
3325,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,"CONSTRUCCIÓN DE UNIDAD RECREATIVA COL CERRO DE LA SILLA
","830,000.00","410,435.00",
3326,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,CONSTRUCCIÓN DE UNIDAD DEPORTIVA Y RECREATIVA COL VICENTE GUERRERO ,"1,100,000.00","543,950.00",
3327,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,CONSTRUCCIÓN DE UNIDAD RECREATIVA Y DEPORTIVA COL GUADALUPE VICTORIA 4TO SECTOR,"1,100,000.00","543,950.00",
3328,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,CONSTRUCCIÓN DE UNIDAD RECREATIVA COL LAS PALMAS,"830,000.00","410,435.00",
3329,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,"CONSTRUCCIÓN DE UNIDAD DEPORTIVA Y RECREATIVA COL LAS ESCOBAS
","640,000.00","316,480.00",
3330,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,CONSTRUCCIÓN DE UNIDAD RECREATIVA COL VALLE DE LA SILLA,"830,000.00","410,435.00",
3331,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,CONSTRUCCIÓN DE UNIDAD DEPORTIVA Y RECREATIVA COL BUGAMBILIAS DE LA SIERRA,"1,010,000.00","499,445.00",
3332,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,CONSTRUCCIÓN DE UNIDAD DEPORTIVA Y RECREATIVA COL EDUARDO CABALLERO,"830,000.00","410,435.00",
3333,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,CONSTRUCCIÓN DE UNIDAD DEPORTIVA Y RECREATIVA COLONIAS EXPOSICIÓN MODELO Y SAN DIEGO,"830,000.00","410,435.00",
3334,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,CONSTRUCCIÓN DE UNIDAD DEPORTIVA Y RECREATIVA COL RINCON DE GUADALUPE,"830,000.00","410,435.00",
3335,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,CONSTRUCCIÓN DE UNIDAD DEPORTIVA Y RECREATIVA COL ROBLE SANTAMARIA,"640,000.00","316,480.00",
3336,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,CONSTRUCCIÓN DE UNIDAD DEPORTIVA Y RECREATIVA COL LOS CRISTALES,"840,000.00","415,380.00",
3337,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,"CONSTRUCCIÓN DE UNIDAD DEPORTIVA Y RECREATIVA COL. PASEO DE GUADALUPE LADO NORTE
","830,000.00","410,435.00",
3338,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,CONSTRUCCIÓN DE UNIDAD DEPORTIVA Y RECREATIVA COL. SANTA CRUZ,"830,000.00","410,435.00",
3339,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,CONSTRUCCIÓN DE UNIDAD DEPORTIVA Y RECREATIVA COL LOS MANANTIALES,"640,000.00","316,480.00",
3340,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,CONSTRUCCIÓN DE UNIDAD RECREATIVA COL MELCHOR OCAMPO,"640,000.00","316,480.00",
3341,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,CONSTRUCCIÓN DE UNIDAD DEPORTIVA Y RECREATIVA COL RINCON DE GUADALUPE,"830,000.00","410,435.00",
3342,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE, CONSTRUCCIÓN DE UNIDAD DEPORTIVA Y RECREATIVA COL SANTA MARIA,"550,000.00","271,975.00",
3343,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,"CONSTRUCCIÓN DE UNIDAD DEPORTIVA Y RECREATIVA COL. SANTA CRUZ

","640,000.00","316,480.00",
3344,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,"CONSTRUCCIÓN DE UNIDAD DEPORTIVA Y RECREATIVA COL CAÑADA BLANCA
","1,200,000.00","593,400.00",
3345,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,CONSTRUCCIÓN DE UNIDAD DEPORTIVA Y RECREATIVA COL NUEVO SAN RAFAEL,"1,200,000.00","593,400.00",
3346,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,"CONSTRUCCIÓN DE UNIDAD DEPORTIVA Y RECREATIVA COL NUEVO SAN RAFAEL
","1,200,000.00","593,400.00",
3347,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,"CONSTRUCCIÓN DE CORREDOR DEPORTIVO EN COLONIAS JARDÍNES DE GUADALUPE E INFONAVIT BENITO JUÁREZ
","1,380,000.00","682,410.00",
3348,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,CONSTRUCCIÓN DE UNIDAD DEPORTIVA Y RECREATIVA COL BOSQUES DEL SOL,"920,000.00","454,940.00",
3349,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,"CONSTRUCCIÓN DE UNIDAD DEPORTIVA Y RECREATIVA COL 31 DE DICIEMBRE
","920,000.00","454,940.00",
3350,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,CONSTRUCCIÓN DE UNIDAD DEPORTIVA Y RECREATIVA COL SAN SEBASTIAN,"830,000.00","410,435.00",
3351,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,CONSTRUCCIÓN DE UNIDAD DEPORTIVA Y RECREATIVA COL VALLE DE LOS REYES,"830,000.00","410,435.00",
3352,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,CONSTRUCCIÓN DE UNIDAD DEPORTIVA Y RECREATIVA COL VALLE DE LAS SABINAS,"830,000.00","410,435.00",
3353,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,CONSTRUCCIÓN DE UNIDAD DEPORTIVA Y RECREATIVA COL NUEVO LEON,"640,000.00","316,480.00",
3354,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,CONSTRUCCIÓN DE UNIDAD DEPORTIVA Y RECREATIVA COL TRES CAMINOS,"1,380,000.00","682,410.00",
3355,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,CONSTRUCCIÓN DE UNIDAD DEPORTIVA Y RECREATIVA COL CERRO DE LA SILLA,"370,000.00","182,965.00",
3356,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,CONSTRUCCIÓN DE UNIDAD DEPORTIVA Y RECREATIVA COL REYNOSA,"550,000.00","271,975.00",
3357,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,"CONSTRUCCIÓN DE UNIDAD DEPORTIVA Y RECREATIVA COL INSURGENTES
","640,000.00","316,480.00",
3358,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,"CONSTRUCCIÓN DE UNIDAD RECREATIVA COL NUEVO SAN MIGUEL
","830,000.00","410,435.00",
3359,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,CONSTRUCCIÓN DE UNIDAD RECREATIVA COL ENCINOS DE LA SILLA,"740,000.00","365,930.00",
3360,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,"CONSTRUCCIÓN DE UNIDAD DEPORTIVA Y RECREATIVA COL. SIERRA MORENA 
","1,100,000.00","543,950.00",
3361,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE, CONSTRUCCIÓN DE UNIDAD DEPORTIVA Y RECREATIVA COL. C.N.O.P.,"1,200,000.00","593,400.00",
3362,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,CONSTRUCCIÓN DE UNIDAD DEPORTIVA Y RECREATIVA COL PASEO DE GUADALUPE LADO SUR,"640,000.00","316,480.00",
3363,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,CONSTRUCCIÓN DE UNIDAD DEPORTIVA Y RECREATIVA COL HACIENDA LA SILLA,"1,010,000.00","499,445.00",
3364,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,CONSTRUCCIÓN DE UNIDAD DEPORTIVA Y RECREATIVA COL TRES CAMINOS,"640,000.00","316,480.00",
3365,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,CONSTRUCCIÓN DE UNIDAD DEPORTIVA Y RECREATIVA COL GARZA MELO,"1,200,000.00","593,400.00",
3366,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE, CONSTRUCCIÓN DE UNIDAD DEPORTIVA Y RECREATIVA COL TRES CAMINOS,"460,000.00","227,470.00",
3367,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,CONSTRUCCIÓN DE UNIDAD RECREATIVA COL GUADALUPE CHAVEZ,"1,100,000.00","543,950.00",
3368,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,CONSTRUCCIÓN DE UNIDAD RECREATIVA COL PARQUES DE GUADALUPE,"830,000.00","410,435.00",
3369,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,CONSTRUCCIÓN DE UNIDAD DEPORTIVA Y RECREATIVA COL MEXICO 86,"830,000.00","410,435.00",
3370,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,CONSTRUCCIÓN DE UNIDAD RECREATIVA COL PROVIVIENDA LA ESPERANZA,"550,000.00","271,975.00",
3371,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,CONSTRUCCIÓN DE PLAZA COL NUEVA EXPOSICIÓN,"460,000.00","227,470.00",
3372,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,CONSTRUCCIÓN DE UNIDAD DEPORTIVA Y RECREATIVA COL SANTA CRUZ 8VO SECTOR,"1,200,000.00","593,400.00",
3373,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,CONSTRUCCIÓN DE UNIDAD RECREATIVA COL TRES CAMINOS,"550,000.00","271,975.00",
3374,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,CONSTRUCCIÓN DE UNIDAD DEPORTIVA Y RECREATIVA COL GUADALUPE VICTORIA,"550,000.00","271,975.00",
3375,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,CONSTRUCCIÓN DE UNIDAD DEPORTIVA Y RECREATIVA COL 21 DE ENERO,"370,000.00","182,965.00",
3376,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,19,NUEVO LEÓN,26,GUADALUPE,CONSTRUCCIÓN DE UNIDAD DEPORTIVA Y RECREATIVA COL RESIDENCIAL SANTA MARIA,"1,200,000.00","593,400.00",
